validation_scheme,scene_type,sample_count,MAE,RMSE,MAPE,R2
position_aware,3,2400,2.1083603363784618,6.0775425425972465,50.99425537271025,0.759010500428021
position_aware,4,7200,1.5552709014207502,4.060060949595692,40.668281796247555,0.8926274903844078
