validation_scheme,vehicle_type,sample_count,MAE,RMSE,MAPE,R2
position_aware,B1,1600,6.98362756617616,11.070981179240942,48.340157644200296,0.7894070251297831
position_aware,B2,1600,0.03789887031963136,0.20504079562095423,100.0,0.0312965928830895
position_aware,B3,1600,0.10218647820594327,0.3736734644126977,95.29953661992116,0.007721105999515587
position_aware,T1,1600,1.059954168818377,1.4582036808701764,37.98118359178079,0.32907505434502937
position_aware,T2,1600,1.4063376116679984,1.9585220307934303,35.27075541526472,0.30792809289973433
position_aware,T3,1600,0.57125486577296,0.9342097053519058,54.691613478435876,0.21099494251049666
