demand_time,scene_type,sample_count,MAE,RMSE,MAPE,R2
5,3,600,2.0880124335912416,6.439888497970784,53.40185252151512,0.6813230318378867
5,4,1800,1.3029121197299314,3.9108741732145442,32.87474198441743,0.9150266390938668
15,3,600,2.207480311619521,5.882005696976806,49.907228716577954,0.8000566833218771
15,4,1800,1.6326887062135698,4.02504705959145,43.274644965432216,0.8790022524166303
30,3,600,1.9069365944672005,5.260169056375263,53.68944940545916,0.7873926040753523
30,4,1800,1.6301856334222455,4.032686310797941,42.76862299474083,0.8864184983513402
60,3,600,2.231012005835883,6.633744043984947,47.0888902957903,0.7545322357684655
60,4,1800,1.655297146317254,4.263552526448811,44.03840142696461,0.884181692273651
