relationship_id,sample_count,MAE,RMSE,MAPE,R2
G001->G002,2400,1.6874130827039302,4.550414443686208,40.933618432643485,0.8847445171786095
G002->G003,2400,1.5899946135559049,3.968146442675481,45.25094286770138,0.8896470976239098
G003->G004,2400,1.3884050080024155,3.605527276761261,35.87541799671231,0.9058965428171804
G004->G005,2400,2.1083603363784618,6.0775425425972465,50.99425537271025,0.759010500428021
