vehicle_type,sample_count,MAE,RMSE,MAPE,R2,
B1,1600,6.386939249480819,10.549772279448979,36.349027382717864,0.8149270453112012,
B2,1600,0.03658640959144643,0.21728049078824038,100,0.02654984138038241,
B3,1600,0.11199960180832132,0.40120376731975527,87.54355008785821,0.05497208952959565,
,,2.17850842,3.722752179,74.63085916,0.298816325,
T1,1600,0.9043015606116104,1.3446781182461183,39.261434316207236,0.4547007597824688,
T2,1600,1.3353431968240375,1.8789099157451994,40.28431200992087,0.3715176049420862,
T3,1600,0.5565825102410156,0.9415957333585695,58.86262944619089,0.1931011183227389,
,,0.932075756,1.388394589,46.13612526,0.339773161,0
