relationship_id,sample_count,MAE,RMSE,MAPE,R2
G001->G002,2400,1.52926273551023,4.090360846121111,39.229829672126755,0.9043979496971073
G002->G003,2400,1.4771517623855168,3.6362037835722023,39.201804276464905,0.9093077478325158
G003->G004,2400,1.2025417970279924,3.2486820389787776,35.30472865442996,0.9113498100913843
G004->G005,2400,2.012212057447761,6.162817941211655,47.88081031528252,0.7669318159380136
