demand_time,sample_count,MAE,RMSE,MAPE,R2
5,2400,1.439986576045468,4.461924196548629,36.84400699864977,0.8763718689539454
15,2400,1.3983983493610315,3.784553805409117,41.3479652914969,0.8884923107085275
30,2400,1.4497470307520242,4.066373955228708,41.101212801423124,0.892748210581528
60,2400,1.5376603764537604,4.269478894979941,40.28466956979583,0.8859549543964845
