vehicle_type,sample_count,MAE,RMSE,MAPE,R2
B1,1600,5.768293666602039,9.86132788857758,38.51704490796227,0.8357229526531214
B2,1600,0.028503932747965362,0.1769668935387911,100.0,0.07953799762972735
B3,1600,0.0909048253189567,0.3827005283729439,96.80685150896105,0.08305090363480705
T1,1600,0.9769743212076244,1.4223858585836695,38.85155059506209,0.3308464650542763
T2,1600,1.2929270938564692,1.7909955063037712,36.91068372404085,0.38878513869590337
T3,1600,0.5810846591853699,0.9158505304762474,55.01017925058681,0.2075743942230739
