relationship_id,sample_count,MAE,RMSE,MAPE,R2
G001->G002,2400,1.4510569813222518,3.995748654163059,40.116962888998,0.9064945585657338
G002->G003,2400,1.3635450190329057,3.380080005361865,40.07019891474336,0.9111914982994785
G003->G004,2400,1.1960804442472288,3.2785295171143125,33.549051683756474,0.9300199213046028
G004->G005,2400,1.8151098880098975,5.554795970667284,45.88888649244447,0.7951738762468059
