demand_time,sample_count,MAE,RMSE,MAPE,R2
5,2400,1.502695457412566,4.718637072113686,36.75120133416054,0.8614422463434321
15,2400,1.642028470306743,5.101698268246656,43.52188097803101,0.8342125117136806
30,2400,1.773908972526176,5.293007266252904,44.27885962483196,0.832727092461396
60,2400,1.8145303809477278,5.201986322166084,41.82148000574239,0.8443132023943949
