validation_scheme,scene_type,sample_count,MAE,RMSE,MAPE,R2
position_aware,3,2400,2.0757291819731973,6.237587382395537,48.95466889178418,0.7505725850911951
position_aware,4,7200,1.5524780330733388,4.635441449748722,39.08344466521057,0.8718772363598537
