vehicle_type,sample_count,MAE,RMSE,MAPE,R2
B1,1600,6.962430360413751,12.165047468979811,40.146815374251034,0.7698020462783556
B2,1600,0.035376284734778406,0.19662071253402275,100.0,0.000678099183022085
B3,1600,0.07889643673240852,0.32382389661839506,95.59446591338107,0.0059156840586356285
T1,1600,1.0603863020012816,1.4879157806909113,39.30259105219176,0.3354911165799951
T2,1600,1.3824653212280509,1.9342912652484776,38.76564705465182,0.3551773455654783
T3,1600,0.5801902166795506,0.9833083800884661,59.1523858118272,0.2248634260484994
